PC1,PC2,label,cluster
-0.2561624158483453,0.7703313493302595,5,1
-0.5022663614457175,0.8845156928842826,6,0
3.7097477196844744,3.6196377468340715,3,1
-0.32914176763572556,-0.9083318621578951,5,8
-1.060487546043617,0.4612131837487258,8,2
-1.358443158793775,-2.17777153227164,4,8
0.5755831412671224,-2.8966259857118897,4,8
4.306612929382473,1.8156211163463996,2,9
3.0440466863730546,0.7487938916734491,0,5
4.203059709122654,0.5660888843116314,0,5
-1.5449798818094083,2.6866099806774284,3,6
-2.184148719474223,-2.2481565061002025,9,7
-1.5186381167984475,-3.491799034544502,7,4
-3.3189239268713067,0.9254112433645008,1,6
5.78466088087028,0.3032657718891228,0,5
-1.2638885399633546,-3.3282314327647518,7,7
2.2752374356667837,-4.52138646823003,9,8
1.7314270695432419,0.7043764796705179,0,5
-2.3719038111985973,-1.6321714665086098,9,7
-3.505329247757373,1.3227833618447955,1,6
-2.2455186256772977,-1.6122776128837655,4,4
-1.7878924105935783,-2.102159506849187,9,7
1.0178700109393555,0.7648715456087265,8,2
-0.20779138336269565,1.9179423090045458,8,2
-0.8401215828320989,-1.310898501226253,9,4
4.247886550842429,0.45723394323746797,0,5
-2.0555339382043902,-1.1754913172756372,7,7
-3.1902392206490147,0.7655840074308431,7,6
-1.2808891068534183,1.1259470255298023,3,1
-1.1547413307450465,-0.015184183677513063,6,0
-0.14033331271061167,2.733302490595147,3,9
0.36120777515741676,0.4913125347886103,6,0
-3.3158489859437617,2.116798054788236,1,3
-1.3735296771403418,1.001452411808028,6,3
0.6741165954097132,1.0567517563472462,5,2
-2.940815075199601,0.4869138741095685,3,6
1.805941992495733,-4.079898117312348,9,8
-1.0811223874171763,1.0535220516256485,1,2
1.9970943054729173,1.593302292032568,2,9
-1.0793738939022421,-2.4191024951273024,4,4
5.421813612865508,-2.00767560048225,0,5
-1.3739438512568114,-2.702025150880868,7,7
2.587335082321783,1.8630036571467703,0,5
5.230320974650013,0.5463307549935035,0,5
-1.1723471877102178,-2.066815602586915,4,4
5.029045929713291,0.8454588022125038,2,9
1.5408351549753383,-0.398764627577004,0,9
-1.5191253391082253,-1.8495151048050618,4,7
-2.1556887494920196,-0.26851371094119747,9,4
0.4075777348384566,0.16528920456857304,8,2
3.140940619509641,1.4946999391416462,2,9
0.45225948927347037,1.4120228789510911,2,9
-0.9727314468140711,2.128547179956859,3,1
3.2023995564841807,0.6447517118836381,8,2
-1.7138852367945878,-2.8103361858134677,9,7
2.0495628639335037,-3.6471941484593,7,8
-0.37024824663098865,-3.3669521794668635,4,8
-1.312637712592212,0.643213141168486,5,2
-3.3122744423172947,1.9390827994831124,1,6
0.5723415645699483,-0.44607826163358805,2,9
2.589456128027845,2.494235429673394,5,1
-0.7006754901191807,-2.2546857335321797,2,8
-2.3083002283748244,2.5218003074779407,2,6
1.7190533251257425,1.1274683952349684,2,9
-1.4135322269899624,1.4611086489399658,8,2
-3.7797815536458965,2.174664807606087,1,6
-2.8361353427133205,-0.4546647664939792,7,4
-0.4216032177775433,1.3362319838641363,8,1
0.12052291042260599,1.389977844922105,3,1
1.0386566641481592,-0.6807800334469689,6,0
-2.5384130504980296,-0.1711659459269398,4,6
-3.8970315222737804,1.7971107744037462,1,6
4.198107340089237,0.33130263182473585,0,5
3.9645501014588747,0.3753024137608944,0,5
-3.1640494284214493,2.229198233049355,7,3
0.7714696961384879,-4.513013826734125,7,7
0.4591628572722106,-0.210762562092027,9,2
0.7300405607716454,-0.7692635105723025,7,8
-1.7647595697000193,1.8755043753692349,3,6
-1.0775232050003474,-3.197215796950519,7,7
-0.39082596728851593,-1.725177130145882,5,4
1.773955217895494,0.19379312093290443,3,2
2.95548046718817,0.9001269130748328,2,9
0.07248119794043362,1.3441579355544848,3,1
-1.2220607464482853,-2.106398033585427,9,7
-1.2964539375780286,0.37676673201451055,5,2
-0.6157535514339019,-3.3225204279785716,7,7
7.612423765128954,0.5848873519473887,0,5
-1.1313066599836725,2.6689573317663102,2,9
0.05388613488473393,-0.6390561959432557,8,2
-0.11023423941897548,-0.821460958004989,5,2
0.5588477652629598,-4.180725596977595,7,4
1.4311016653952717,4.3873278789237276,2,9
-0.16438310623490793,1.257311307575415,5,2
1.8654602835983902,-0.8846664917345335,8,2
-0.5810396781599447,-2.84887342331907,9,7
-1.725343560635281,-0.8993220940805022,5,7
-3.306287634261084,0.6159156077606138,1,6
0.16886234887790508,-2.445648445881117,4,7
0.09016620385036855,1.1381163049731238,8,2
-0.19136375281985663,0.6512164411650598,2,9
-1.5760369374615457,-2.7522027877763926,7,7
-0.1451842395037377,-0.40487309477520256,6,0
-2.358069264440564,-1.0620913407273456,9,7
0.05187716140968046,1.6090153277631363,3,1
2.308103842387627,2.226272747776599,5,1
-2.083249530389392,0.05002826777102359,2,9
2.136960408174519,-3.697848555453589,7,8
-2.7876726023294767,-0.37052966977372065,7,6
-2.7284785927949753,-1.6596208432279473,7,7
0.4800290654587904,-3.7670293897471683,9,8
-0.01120878355206223,2.4817404099226175,3,1
1.0310297720320016,1.113398548223462,8,2
-3.7700568658869407,2.3050606845380237,1,3
0.6470913436485293,1.3605173441242828,2,9
-1.164895949360655,2.6658480401175138,2,6
-3.8494239059770434,1.3418444173838802,1,6
1.1797006435319495,0.2016838836453166,6,0
-0.6117951577388632,2.1857750801379447,3,1
-0.08042204130856412,-0.9376306442572158,2,9
-0.8347513054288371,-1.610746821493762,9,8
-1.9689803615795212,0.14494732815834277,5,3
1.3473762869264578,-1.5141516845434684,6,0
-2.9397634313161998,-1.619498568101013,7,7
0.4432221252636981,-1.537350606726678,3,2
-0.33694231080359316,0.2253519945827273,6,9
3.1854999940155353,0.6547049470907937,6,5
1.8743187825597398,-0.28939717967116746,0,1
-0.6354862207916092,0.5013003326825978,6,0
0.4351455106586366,1.5604400068032631,3,1
-0.08441535230065211,2.2315503200153928,8,2
0.620484009610212,1.4844099265210247,3,1
-0.5516551828660923,-2.286981576074703,9,4
-0.8777197419826304,-0.34519084541884576,6,7
1.1965166441101682,-3.7991726829680874,9,8
2.860038514097638,1.5313878305534876,2,1
-1.0031439674684055,0.5061636516434922,8,2
4.752732614007082,0.8540062212081811,0,5
-2.439494021270292,1.6863230075542794,8,3
-0.8495352519976325,3.2363853334843085,3,1
0.14875769337029565,-1.0215098721805822,6,0
0.17336804973237596,-2.6561336139898657,4,8
-1.1897566238438058,-3.7997513259455316,7,7
0.41650222416368665,-0.14318696342086373,2,9
4.821926592414332,-1.4182479218898074,0,5
4.04242868179019,-0.45724406200798046,8,2
-3.0854507488819887,3.2676823402463056,1,3
-1.4878846602018663,-1.3752936652619059,4,8
2.5163117257709753,1.2195689005719828,0,1
-3.3565439007668108,2.930201576784059,1,3
0.20143270548542214,-3.376339393062631,4,8
-3.032739419657101,2.233037809285307,1,3
-0.09956735889610169,1.8263593314566429,5,2
1.222013215114964,1.9780347674664809,5,1
-0.3719898412774354,3.7639998245658517,3,1
0.028331450220175913,-2.1688441407370918,4,8
-2.9450574776578424,2.3714159905503207,1,3
-2.701682711819184,1.6859426352282316,1,6
-0.5811504006205381,-1.989184036163871,7,4
3.9446621513172766,-3.2798554013268113,6,0
3.4742166572395514,3.7223191620203084,3,1
-0.48616565266595746,-1.765001990911694,4,8
7.384813950742815,1.013388029931293,0,5
-0.16645453101113405,-3.38766526290998,9,4
2.8306742589964675,1.379013600822401,8,1
-1.970012330316257,2.5809896585060867,1,3
-3.0877118251211515,0.3661116121559484,1,6
1.4337801796924663,0.7787831441123629,5,1
1.1245410170060066,0.6950111391016482,5,2
-2.25815230946674,0.5205508617846397,5,3
4.769106086806801,1.3311437226823986,0,5
-3.600923093411936,2.145572377918629,1,3
-1.396634630558653,-0.9715577155169073,7,4
1.705126816943832,-3.197633195684422,7,8
-0.4982666924272787,0.5769773690639504,5,3
-0.8710353759778022,-0.8910147107523891,4,4
-3.500774642760471,1.684518208852562,1,6
-0.6638954729473605,1.1352741812594742,6,0
-3.36790719173392,2.2492404055760686,1,3
-1.4146157870567715,-1.8608636103559208,7,4
0.360511355343343,-0.3637146167076086,2,0
2.6251205280312013,0.9922098271978723,3,2
4.886915455422855,0.37557527822740605,0,5
-0.25687095466560805,-3.3947318305211023,4,8
6.774812541268625,-0.4612029455903272,0,5
-0.9892119576181853,-2.7998609251397975,9,7
0.6633996706000671,-1.4663340689981894,2,4
0.8021352265685122,2.1238098932549168,3,1
0.3082058885027634,2.0031327606702276,3,1
1.9618793003679467,1.6663340947396637,5,1
5.350203898812389,0.1992216589381628,0,5
-1.6543432787983012,-1.56129264722906,9,7
-2.72845785252141,0.03617060044663044,9,4
-0.4546067977839794,-0.07611666791997423,6,0
-1.0785511079210144,-1.9443480753206508,9,8
-2.228538956407122,0.30919391007645564,2,3
-0.21612397029690866,-4.187121759641462,9,7
5.651557527517857,-0.34382870293408324,0,5
2.481723599743479,2.6759790971872492,5,0
5.547854162869987,-1.415867672355723,0,5
1.2891165104330509,-0.34554668398209304,2,9
3.108448561787497,-2.1751450004517587,6,0
0.3063125754753293,-1.0699409601700214,0,8
-1.282447438334287,-3.3652330609576477,9,7
0.4793706777576676,-3.2698626318199224,4,8
3.100960850508445,4.262101904739319,3,1
-3.41063947815105,1.6468126948076502,1,6
3.091851582309659,-0.5723366091443611,6,0
0.7182370350162119,0.2152474775721328,3,1
-2.6295194644096505,0.8429541664594697,1,6
-2.9590156350734396,-0.8529118857427322,9,7
-0.47912562103887524,-2.599437609448367,7,4
0.7886942966558093,-2.899408014029041,4,8
-1.8035414646137249,-1.596053494253049,9,7
-0.6897684642399309,0.7419103283029567,8,2
-0.8670844061723413,-2.0991932798916046,4,7
1.8111353866696187,0.7719686290647731,2,9
0.20061753052321807,0.10684090986549691,0,2
1.4457620354075886,1.9118994954430508,5,1
1.690822342235489,-0.71364083114861,5,2
-0.5282897374541196,2.686966341722478,3,1
1.6559583402860256,1.204463641365346,5,2
0.6914078829342793,1.306768515494622,8,2
-0.16122844650750778,1.968288180815774,8,2
-2.1039879701931175,1.9268003399200635,8,3
0.30945380701493397,2.281776215212237,8,2
-0.7784887733328669,2.2700281740143313,2,9
1.661533033679833,-2.3642969444497384,6,0
0.49172447652029305,-2.2337726144438435,9,8
0.9490918599134934,-4.126856208022113,4,7
-3.3203733384627587,1.2142989640503847,1,6
0.12603460526579724,-0.7358495658466684,5,2
-0.34701353540880486,-1.5966221161134884,8,4
4.8038777171618925,0.5199182682333172,0,5
-2.182146379478993,1.4653298828352026,1,3
-1.071107485864244,0.23916701715756034,2,0
-0.893626906930181,-2.6463538655345595,9,7
-3.3274312842835165,2.0224905730881173,1,6
-2.094384385258583,-0.9346091388765152,7,4
-3.4477623404172557,1.9206414522805788,1,3
-3.930217726307939,1.642110995537086,1,6
-2.017041784573201,-0.40234915635965457,4,3
1.0345950985086496,-1.072891499640264,7,8
-1.1790294235288488,-1.0787615541062963,3,8
-3.1885624837556032,0.42941135573603967,1,6
3.630536811849835,-0.5727027867888828,0,0
2.6506345007719765,0.6450809911274396,0,5
2.0889334512614917,1.7170308783500539,3,2
1.1444936316414087,-1.6796404258997508,0,8
-2.736878460669654,1.6215379631879743,5,3
2.6552604131217383,0.5992433487181366,2,9
-2.805167008241367,-0.9614980438082874,7,4
-0.818842347664912,-0.1480936148749681,8,7
-3.3477414914387245,0.847094698681385,7,3
7.162552176536458,1.130804594592419,0,5
-2.073658126121349,-0.3894644254200723,5,3
-2.763660269302132,0.9322744562839997,5,3
-0.30803357488158145,3.233715307105384,2,1
0.1322254067973132,-1.9182727434810367,4,8
0.6101923387705295,1.811112694484699,5,1
0.173892029171542,2.441450726679677,2,1
4.109093782353163,1.2360806159542879,0,5
-1.0573268116803758,-3.2114035510404895,7,7
1.3125991255439726,0.2075612561788423,3,1
3.6188773099954035,1.0642472834512304,0,5
-0.8948759033263518,1.1021835204595092,5,3
-1.0720247733876307,-2.85858077810916,7,4
2.4921095335997845,-0.1396303360318915,0,9
1.5803054731562942,0.5151839821290067,5,1
0.028139581886357234,-2.04936594057347,9,8
-2.075051585793506,-1.1001174217018312,7,7
-3.6454676466120715,2.272591793655745,1,6
0.2732528102894216,0.2823575659146109,8,2
0.01108296181153623,0.6939198338124362,8,2
-3.575727710399527,1.7060037677784714,1,6
5.5844370958025955,0.027497917216950052,0,5
-2.374263511681225,-1.0400417751729358,9,4
0.9337392128243613,-1.6626442473254335,6,0
-1.0287680163731117,-1.1600691036988262,2,8
-1.2072800563959896,1.8676138547059646,3,1
-0.5761119988333343,-3.856091285027563,9,4
-1.155601657582148,0.06780316463717766,5,2
1.0955763638506073,-4.370177931933459,4,8
0.2665928589836555,-3.0197903266691624,4,7
2.220429503959292,2.1018306492038206,5,1
0.7736960548251877,0.20030549474787024,8,2
2.935831049737606,0.7145298940343383,0,5
-3.559702124194386,1.1656875230316617,1,6
-3.4712329808414144,2.2727752974484514,1,3
-3.8533566833716475,1.5867129585533233,1,6
-2.4007352696217006,1.2890733979204496,5,3
1.131807593817609,-1.4385843559109732,6,0
3.8725016446814764,0.6738725494252455,0,5
-0.3056029621767804,0.8153990789921401,8,2
0.7840549240603241,2.9462336878987303,3,1
-1.132967501063088,-2.8893519735614492,7,7
0.5888342011156227,-1.350169556656048,3,2
6.7829383673403285,2.97037422953747,2,5
-3.4720001431046565,0.49733782044520985,1,6
1.8360054966216048,0.17369565352318264,5,1
-1.718772340054719,-1.2513103516460418,7,7
-3.6146290710942983,2.1770310592417887,1,6
-3.676287311891813,2.839763650831195,1,3
-2.7139001371473275,-1.1839986905436561,9,7
6.5091580156116144,1.57660621574213,0,5
0.7096735981038975,3.148889403204291,3,2
-0.7720786711906942,2.8844162870109944,2,9
0.9951248909801658,1.8670034435402931,3,1
0.19896907216503124,0.6897653809174058,3,1
0.2077795416403605,-2.063512256666429,6,0
1.8077066356864449,-3.7554547305169796,9,8
-2.1023365835898886,1.0171898903029244,8,6
1.889343903086775,-3.096007183211086,9,8
-0.32358564878838125,-0.1511252800840412,6,0
-2.655558837675675,-0.32760017538234015,3,7
0.8780791629884592,0.11956967311971187,5,1
-2.99217628719225,0.11727459699454834,7,6
1.1628761974853625,0.41203102740694997,8,2
-2.1758025780172896,-0.8726220167440022,9,7
-1.1857635196795895,-1.4438356017769294,2,8
-3.7381840499835004,1.430940880693634,1,6
1.2118984873664407,-0.5695012387182177,6,0
7.700363525612497,1.1484117951956156,0,5
-0.08200852972317074,-0.4973129059100891,0,2
5.041898814299408,0.7887672261458736,0,5
6.156078528842917,0.5574893254883662,0,5
-1.1552434602936141,-1.4774452733814625,5,8
-0.8259195847033651,2.3196073381710347,8,1
2.424890987346848,0.815308897078479,6,0
-1.6114328808006562,-0.224685497682599,5,4
-0.46205211635321675,-4.020209608829966,7,7
4.658068349364596,0.7022402416838895,0,5
2.509221763542407,-0.5597777521696545,6,0
5.455514443918538,0.9275520502319716,0,5
1.270360319445126,0.9468326911432525,2,9
2.728948536465293,1.4278123637314535,5,1
1.1468384614611424,-0.328244986395621,2,9
-2.2104435186530345,-1.4976450404004382,9,7
3.0284135555954363,-2.3007269369222625,8,8
0.9326103764136309,4.883408488314472,2,9
2.0430399580309486,0.4382676935290189,6,0
-0.23211461981433557,1.039030840343376,8,2
-1.9417956714172846,0.48648444744141,2,9
-0.272764135749596,2.4103157332449987,2,9
-1.347773487594928,-2.7942877337617418,4,4
-0.7982563670875917,1.5493133232694856,8,2
0.6527895514037034,-0.15158053806973742,6,0
-1.1581965613676046,-2.4092599332598725,4,4
3.639803309930984,0.39893735888935994,0,5
-1.3130501664538374,-0.7653081292230184,7,4
-1.5719042415875908,-2.9426741548614275,7,7
0.981195022627892,-3.951954476682553,9,8
0.5725019297914824,3.498701394939995,3,1
-1.8329424503896132,-2.292342306706728,7,4
-1.647722068530873,-2.686709012127645,4,7
0.05285999949744147,0.6290309005109866,6,0
2.5488988272577537,-0.6355982918380971,6,0
2.378892262789685,-1.3762403250446833,6,0
1.906258608049853,0.5000751579741574,5,1
3.193499962154202,0.5721396600685182,8,1
1.846469600162051,-0.003766857254660222,6,2
-3.3173794911129666,0.14893660141922974,9,6
-1.462444136133992,0.7669387460843575,8,2
4.001295913106064,2.4011070793873084,3,1
-1.6912084338024582,-3.2347855712823415,7,7
-1.005855917342446,-1.4589393947385252,7,4
-2.680812958923677,1.7357681668197305,2,3
5.850394869940187,1.733114268620416,0,5
-3.654773486916419,0.8654825059161799,1,6
1.295175266714097,0.6462806051169963,8,2
-2.103119459655171,-0.7782696180269932,7,4
1.9788305561720887,2.117686505326493,5,2
-1.2204614468057229,0.36235859586780567,6,0
-0.3885139386889733,0.4850788175976433,8,2
-1.2262253135934795,0.6538715824113073,3,2
-1.8565211963095567,-2.634212083759854,9,7
2.2983452938123885,4.331200829246288,3,1
-2.7155270753915777,-0.32054421176451053,4,3
-1.4618661662938848,-2.6477467061254742,7,4
-1.7653271712388303,0.5763614278751439,3,6
-3.2799677419010984,2.654408116108728,1,3
-0.8148372084597537,-1.4719357156952293,4,8
1.2105256858057616,0.1008706080519558,8,1
0.5066917072187649,-1.7268489980068409,9,8
-3.222134266190104,2.464971606177151,1,3
3.560106702121813,-0.7974244359981468,6,0
-0.05406939253255061,-1.755775296581095,7,7
0.426428858765481,5.087076555046243,2,9
0.8637644301387906,-0.390038153282756,2,9
-2.803971630424598,-0.2177764107040001,4,7
-1.5021606430954662,0.5708457763945187,3,9
0.8217418213188741,0.6133620093601482,8,2
1.1277113681249813,3.445204376626762,3,1
-1.3551915504397707,1.625208776145956,6,6
0.16798349392824985,1.7713161685324395,3,2
-1.1196463666011438,-1.768721954295184,4,8
-1.2490957072969828,-0.34339120756143676,3,2
1.3337721437924945,1.0938836817411486,2,9
-1.193992977487541,3.8682827180285044,2,1
-0.9877650712524768,-0.5497914387716369,1,8
0.6660795321928323,-1.756185190564849,6,0
1.895838238939453,2.8538908601762394,3,1
-2.7534428183471973,2.4647541710223115,1,3
-0.010377841988619796,2.3752229807473544,3,1
-2.0558531686382735,-1.6595411549822012,9,7
-3.0579345047077147,2.7118040112121373,1,3
3.0625866820169816,1.1211238200103801,0,2
1.943718589021055,-0.1855643876653736,6,0
-1.7814540005427408,-2.5933211720919145,4,7
-2.9432546450384853,1.3755798657266065,1,6
-0.6371760473081762,-1.619788357958349,6,8
-0.1830262760171606,2.6671197378557356,3,1
1.2730371493186374,3.165000317917426,3,1
-1.98360574356139,-1.3963341506155467,7,7
0.5536080211246994,2.654524154938696,2,9
0.5740067213749613,1.0866266869803916,6,0
-1.0712406914099333,1.3648314080805324,3,1
0.9991551572438007,3.9148325736070477,3,1
2.066600312981356,-0.5771438921008898,6,0
-1.6822454135971445,-0.2902611081328133,5,4
1.927302467875498,0.7763188920431985,0,5
-0.9847995330023869,-0.795310974507961,4,4
-0.14588152651862307,0.6679654708536733,8,2
-1.6426990115176299,0.3895476827364944,1,6
1.7021604034293554,0.319617256424855,6,0
-1.4327226514910814,-1.841438284497652,4,4
0.386687825014183,-2.66898855390326,4,8
0.19989838751413425,1.3160118122035713,6,0
-0.9608784133038857,1.017787097922934,3,1
1.3737190313624326,1.8665467407980194,2,9
-1.1585862911371854,0.7949684170864146,6,0
-3.2041623577006146,2.4535864269695606,1,6
-1.1880391130982875,1.3202513145939532,2,9
0.4355375903252843,-3.7752290538729683,4,4
-1.6988394676150518,0.04397584238093781,8,2
1.8813289741768453,3.7910927796509033,3,1
1.3798508538342458,-4.127045291578006,9,7
-3.4992782199223633,1.563404936910055,1,6
-0.010604032700209931,-1.564113690221125,9,8
-1.090245459354471,-2.233404323260274,7,4
-0.7177127891345019,0.34742806306685325,3,2
1.1256829647747284,-2.391137710936567,8,7
-3.542964218207718,1.0195392991526984,1,6
-0.2522190079105959,-1.8573965307363844,5,7
-3.91537852751547,1.2565911996568584,1,6
1.6576863753459334,-2.8703301157098595,4,8
5.022198958049927,-0.24211972384875285,0,5
-1.4148703739535609,-2.13586547872441,9,7
0.64421323423971,-2.585602464941049,4,8
-3.271208484707259,2.719406713604922,1,6
5.072725568329126,2.0118738495080244,0,5
4.880003137866801,-0.2288608473461323,0,5
-0.5814410421174103,-2.6069014530733536,4,4
-2.4443002436678434,-1.9605444626022974,9,7
4.6859190552912775,0.9468545230344245,9,5
-2.8633981124907244,0.08691700390982404,7,4
5.02917892417717,-0.610600909243888,0,5
1.3986861162818518,4.0840275213308015,2,9
2.0242558833019513,3.6134799165864617,3,1
0.6145699006789931,4.201893186142931,2,9
1.5232203700768943,0.29990098358099004,2,9
1.0198302619116317,-0.2854883385360882,2,9
0.22639102459767857,1.4094544066054562,6,2
-1.2061135754506793,-3.4097600721525194,7,4
0.9434782405643851,1.6794684993438143,5,1
2.618226064476787,-2.07000696625293,6,8
-2.835887499108234,2.0776947280589066,2,3
0.9072242164163971,-0.4349259163768115,2,9
-1.6935546381662447,-1.4210138599288655,9,4
-3.7124770707797516,1.4549008193025392,1,6
1.4280639032531082,2.1665304197145314,3,1
-0.6608382185343666,1.3092513922591247,3,1
-1.9591894633992093,-1.4745371749978562,4,7
1.0936327235789363,0.39991249566910075,5,1
-3.7185483489397875,1.1353779287755568,1,6
1.1215704268629998,1.5571689072641688,3,1
-1.1416672950961884,-1.8843968884119486,9,4
-1.616683686965788,-2.88796026166574,9,7
-0.6153248663340611,0.5570035954533554,6,0
-3.3697422641654455,2.982237116757189,1,3
-2.7573816677862255,-1.075847323532544,7,7
1.4495051071399687,-1.5137925267606935,6,0
0.5517996660737863,-0.5260296725995877,8,2
-1.892230773641154,-2.513477769428112,9,7
-1.3559385521370955,-2.347392567660564,4,7
4.319155678751638,-0.02346296735413686,2,5
0.3718452170755566,-3.6109560274412256,4,4
-1.0344350887965548,-3.096388904743613,4,7
-3.249025187259494,2.3540766268903375,1,3
-0.0879249639927342,-3.3276097036186716,4,4
-2.172401990322602,3.884576851551048,1,3
-0.6550682567152251,-3.122883862894205,9,4
-1.1754070958210425,-1.8543137594746069,4,8
2.132826514768055,0.5783946973081968,0,5
1.3472080595849332,-0.10315441168571332,3,2
2.572776532309994,0.5120616178747306,0,5
-2.0729906954125,-1.6425527783260507,9,4
1.3105663228509514,4.098688409377846,3,1
-0.3546226246761992,3.2165159034011768,2,9
-1.1372828540468014,-3.2046126924099525,7,7
1.4024517792982532,-0.734432218517008,6,0
0.03774121580844447,1.275181937129786,8,1
-0.9045832809742143,1.119683091420075,3,1
0.9131034847378081,-2.645907535631821,4,8
-0.16229184956087783,1.6874489973347035,2,2
0.391493424153615,-2.6548053633917044,4,8
-0.596879291715128,1.072674675946532,8,2
-2.2678148980278783,0.575394540254565,5,3
-0.6886759983173172,2.8612960855826493,1,6
2.795850860977963,4.30835006770454,3,1
-1.307709870181916,-2.7271910817681477,9,7
-0.5483186528472586,0.5073012462386897,3,1
-1.7637692433989203,2.485087256269287,3,2
-1.5557742605909657,-0.527731086308548,7,4
0.049481036501586306,-1.6193697783178445,9,8
-2.437376552954512,-0.3619509767358711,5,3
4.435287125260304,1.0856422519834663,0,5
2.9135647164953418,1.1734731589387115,5,2
0.523802595311246,1.4555718506698228,2,9
-0.9096376948572291,-2.7087499651500635,4,7
2.203569018041802,-1.7675415362749674,6,0
1.0518008055286372,0.2524538933445392,2,2
-1.0090572676873604,2.145891359299239,2,9
0.534505922359978,1.1924657828859957,3,1
1.9663972819993858,3.2652373285261813,3,1
-0.14372826399089167,-3.1819130114036778,9,8
-0.4371622672031905,-2.6028025901958087,7,7
-0.06811801338080903,-3.2394750502587186,9,4
0.1722520499732192,-2.9681798811554914,9,7
-1.8103553483863337,0.9186238721656983,8,2
-0.9900426107528293,-4.039632670698014,7,7
-3.7324903290944764,1.4781619361007408,1,6
